UG,NR,CHAVE,"TIPO NE","DATA TRANSACAO","DATA EMISSAO","VALOR NE",FAV,"COD AMPARO","COD MOD LIC","MOD LIC",NORMATIVO,ART,PARAGRAFO,INCISO,ALINEA,"AMPARO COMPLETO",OBS,ESFERA,PTRES,UO,PROGRAMA,ACAO,RP,"TIPO CREDITO",PO,"AUTOR EMENDA",FONTE,ND,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI",PROCESSO,UGR,LOCAL,CAMBIO,"INFORMAÇÃO COMPLEMENTAR",SISTEMA,ORDEM,ITEM,NDSI,SI,"OBS LI","DATA OPERAÇÃO",OPERACAO,QUANTIDADE,"VALOR UNIT","VALOR OPERACAO"
160224,2024NE000467,160224000012024NE000467,GLOBAL,26/08/24,22/08/24,"2.937,60",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 115 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007161/2024-34,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00010 - VERDURA IN NATURA, TIPO ALFACE CRESPA",22/08/24,INCLUSAO,100,"4,90","490,00"
160224,2024NE000467,160224000012024NE000467,GLOBAL,26/08/24,22/08/24,"2.937,60",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 115 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007161/2024-34,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903007,07,"ITEM COMPRA: 00170 - QUEIJO, ORIGEM DE VACA, VARIEDADE MUÇARELA, APRESENTAÇÃO PEÇA",22/08/24,INCLUSAO,49,"32,40","1.587,60"
160224,2024NE000468,160224000012024NE000468,GLOBAL,26/08/24,22/08/24,"1.895,49",05310595000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 116 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007162/2024-89,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00014 - FRUTA, TIPO BANANA PRATA/ BANANA BRANCA, APRESENTAÇÃO NATURAL",22/08/24,INCLUSAO,250,"3,38","845,00"
160224,2024NE000468,160224000012024NE000468,GLOBAL,26/08/24,22/08/24,"1.895,49",05310595000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 116 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007162/2024-89,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00061 - LEGUME IN NATURA, TIPO TOMATE CAQUI",22/08/24,INCLUSAO,301,"3,49","1.050,49"
160224,2024NE000469,160224000012024NE000469,ORDINARIO,28/08/24,27/08/24,"5.699,25",13363919794,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","AFIM DE ATENDER MOVIMENTAÇÃO DE MILITAR DESTA OM (MOVIMENTAÇÃO PARA O PQ R MNT/7), CONFORME ADT DCEM 3I AO BOL DO DGP NO 094, DE 16 DE AGOSTO DE 2024.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1A,D6PE,IND,MV1A,0,160505,0,0,0,SIAFI-STN,1,1,33909318,18,"2024NC419318, DGP DE 26AGO24 REQUISIÇÃO 26 FISC ADM",27/08/24,INCLUSAO,1,"5.699,25","5.699,25"
160224,2024NE000470,160224000012024NE000470,ORDINARIO,27/08/24,27/08/24,"14.478,00",13363919794,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","AFIM DE ATENDER MOVIMENTAÇÃO DE MILITAR DESTA OM (MOVIMENTAÇÃO PARA O PQ R MNT/7), CONFORME ADT DCEM 3I AO BOL DO DGP NO 094, DE 16 DE AGOSTO DE 2024.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1T,D6PE,IND,MV1T,0,160505,0,0,0,SIAFI-STN,1,1,33909319,19,"2024NC419318, DGP DE 26AGO24 REQUISIÇÃO 26 FISC ADM",27/08/24,INCLUSAO,1,"14.478,00","14.478,00"
160224,2024NE000471,160224000012024NE000471,ORDINARIO,09/09/24,27/08/24,"1.308,00",18472579000150,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 111 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007135/2024-14,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16000205900032024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00128 - FERMENTO, TIPO QUÍMICO, APRESENTAÇÃO PÓ",27/08/24,INCLUSAO,200,"6,54","1.308,00"
160224,2024NE000472,160224000012024NE000472,ORDINARIO,26/09/24,28/08/24,"1.472,00",18472579000150,126,12,PREGAO,"LEI 10.520/2002",1,,,,"Art. 1, LEI 10.520/2002","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 114 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007156/2024-21,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"78360105000192023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00218 - DOCE NÃO CONFEITADO, TIPO EM CALDA, SABOR ABACAXI",28/08/24,INCLUSAO,115,"12,80","1.472,00"
160224,2024NE000473,160224000012024NE000473,ORDINARIO,29/08/24,28/08/24,"7.715,00",18472579000150,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 118 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007174/2024-11,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16044705900192024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00148 - LEGUME EM CONSERVA, TIPO PEPINO, APRESENTAÇÃO INTEIRO",28/08/24,INCLUSAO,150,"6,90","1.035,00"
160224,2024NE000473,160224000012024NE000473,ORDINARIO,29/08/24,28/08/24,"7.715,00",18472579000150,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 118 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007174/2024-11,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16044705900192024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00406 - PÓ PUDIM, SABOR VARIADO, PRAZO VALIDADE MÍNIMO 12 MESES",28/08/24,INCLUSAO,200,"8,20","1.640,00"
160224,2024NE000473,160224000012024NE000473,ORDINARIO,29/08/24,28/08/24,"7.715,00",18472579000150,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 118 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007174/2024-11,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16044705900192024 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903007,07,"ITEM COMPRA: 00507 - SUCO, APRESENTAÇÃO PÓ, SABOR VARIADO, TIPO ARTIFICIAL",28/08/24,INCLUSAO,600,"8,40","5.040,00"
160224,2024NE000474,160224000012024NE000474,ORDINARIO,04/09/24,29/08/24,"2.981,00",11175931000147,126,12,PREGAO,"LEI 10.520/2002",1,,,,"Art. 1, LEI 10.520/2002","2024NC408087, COEX DE 18ABR24 REQUISIÇÃO 79 ALMOXARIFADO",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,449052,E5MBPDRDEGE,E5MB,PDR,DEGE,64618.007213/2024-72,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16042205000072023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,44905234,34,"ITEM COMPRA: 00065 - LAVADORA ALTA PRESSÃO, PRESSÃO 400 LB, VAZÃO 1.500 L/H, TENSÃO 110/220 V, POTÊNCIA CONSUMIDA 3 CV, CARACTERÍSTICAS ADICIONAIS GATILHO AUTO-DESLIGÁVEL, JATO REGULÁVEL, BOMBA DE, TIPO TRIFÁSICO",29/08/24,INCLUSAO,1,"2.981,00","2.981,00"
160224,2024NE000475,160224000012024NE000475,ORDINARIO,04/09/24,02/09/24,"586,30",18472579000150,126,12,PREGAO,"LEI 10.520/2002",1,,,,"Art. 1, LEI 10.520/2002","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 119 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007198/2024-62,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020705000082023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00078 - CONDIMENTO, TIPO AÇAFRÃO, APRESENTAÇÃO PÓ",02/09/24,INCLUSAO,30,"5,89","176,70"
160224,2024NE000475,160224000012024NE000475,ORDINARIO,04/09/24,02/09/24,"586,30",18472579000150,126,12,PREGAO,"LEI 10.520/2002",1,,,,"Art. 1, LEI 10.520/2002","2024NC411607, COEX DE 12JUN24 REQUISIÇÃO 119 APROVISIONAMENTO",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007198/2024-62,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020705000082023 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00090 - CONDIMENTO, TIPO COMINHO, APRESENTAÇÃO PÓ",02/09/24,INCLUSAO,40,"10,24","409,60"
160224,2024NE000476,160224000012024NE000476,ORDINARIO,04/09/24,03/09/24,"1.630,20",04866561955,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","AFIM DE ATENDER INDENIZAÇÃO DE BAGAGEM  NA MESMA SEDE (OCUPAÇÃO DE PNR), CONFORME ADT 10 AO BI 100, DE 27/05/2024, DA B ADM AP / 5A RM.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D1PEINDCS4T,D1PE,IND,CS4T,0,160505,0,0,0,SIAFI-STN,1,1,33909319,19,"2024NC420080, DGP DE 30AGO24 REQUISIÇÃO 27 FISC ADM",03/09/24,INCLUSAO,1,"1.630,20","1.630,20"
160224,2024NE000477,160224000012024NE000477,GLOBAL,04/09/24,03/09/24,"7.635,50",37005258000190,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419136, COEX DE 30AGO24 REQUISIÇÃO 71 DT",1,232008,52121,6112,21A0,2,A,COMB,000000000000,1000000000,339030,E5MMSUNCOLU,E5MM,SUN,COLU,64618.007404/2024-34,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16022405000102023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903001,01,"ITEM COMPRA: 00096 - ÓLEO LUBRIFICANTE., ORIGEM MINERAL, VISCOSIDADE SAE 10W",03/09/24,INCLUSAO,25,"305,42","7.635,50"
160224,2024NE000478,160224000012024NE000478,ORDINARIO,04/09/24,03/09/24,"688,50",17479261756,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","DESTINA-SE AO COMPLEMENTO (DIFERENÇA) QUE FAZ JUS, DA AJUDA DE CUSTO RECEBIDA POR OCASIÃO DA REALIZAÇÃO DO CURSO DE DE MANUTENÇÃO DE CHASSI DA VBC OAP M109 E VBC OAP M108 PARA SARGENTOS - 2024, NO CENTRO DE INSTRUÇÃO DE BLINDADOS, CONFORME PUBLICADO NO ADT DCEM 4C AO BOL DGP 134, DE 1O DE DEZEMBRO DE 2023, REFERENTE A ALTERAÇÃO DO VALOR RECEBIDO DO ADICIONAL DE HABILITAÇÃO.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1A,D6PE,IND,MV1A,0,160505,0,0,0,SIAFI-STN,1,1,33909318,18,"2024NC420179, DGP DE 30AGO24 REQUISIÇÃO 28 FISC ADM",03/09/24,INCLUSAO,1,"688,50","688,50"
160224,2024NE000479,160224000012024NE000479,ORDINARIO,09/09/24,04/09/24,"344,25",17150601723,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","DESTINA-SE AO COMPLEMENTO (DIFERENÇA) QUE FAZ JUS, DA AJUDA DE CUSTO RECEBIDA POR OCASIÃO DA REALIZAÇÃO DO CURSO DE DE MANUTENÇÃO DE ELETRICIDADE DE VIATURA PARA SARGENTOS - 2024, NA ESCOLA DE INSTRUÇÃO ESPECIALIZADA, NO RIO DE JANEIRO, CONFORME PUBLICADO NO ADT DCEM 4C AO BOL DGP 93, DE 18 DE AGOSTO DE 2024, REFERENTE A ALTERAÇÃO DO VALOR RECEBIDO DO ADICIONAL DE HABILITAÇÃO.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1A,D6PE,IND,MV1A,0,160505,0,0,0,SIAFI-STN,1,1,33909318,18,"2024NC420470, DGP DE 03SET24 REQUISIÇÃO 29 FISC ADM",04/09/24,INCLUSAO,1,"344,25","344,25"
160224,2024NE000480,160224000012024NE000480,ORDINARIO,12/09/24,06/09/24,"1.988,00",33366168000174,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC408087,  COEX DE 18ABR24 REQUISIÇÃO 81 - ALMOXARIFADO",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,449052,E5MBPDRDEGE,E5MB,PDR,DEGE,64618.007374/2024-66,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA-PR",0.0000,"16020205000402023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,44905238,38,"ITEM COMPRA: 00145 - BOMBA VÁCUO, MATERIAL ALUMÍNIO, VÁCUO MÁXIMO 710 MMHG, VAZÃO LIVRE 176 L/MIN, TENSÃO 220/240 V, CARACTERÍSTICAS ADICIONAIS DUPLO ESTÁGIO/ ISENTA DE ÓLEO, POTÊNCIA 5/8 HP, FREQUÊNCIA 50 HZ",06/09/24,INCLUSAO,1,"1.988,00","1.988,00"
160224,2024NE000481,160224000012024NE000481,ORDINARIO,12/09/24,09/09/24,"69,80",05310595000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, 160504, 05 SET 24 REQUISIÇÃO Nº 121-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007578/2024-05,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI. CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00061 - LEGUME IN NATURA, TIPO TOMATE CAQUI",09/09/24,INCLUSAO,20,"3,49","69,80"
160224,2024NE000482,160224000012024NE000482,ORDINARIO,12/09/24,10/09/24,"1.337,00",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COE, 12 JUN 24 REQUISIÇÃO Nº 120-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007493/2024-19,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI. CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00170 - QUEIJO, ORIGEM DE VACA, VARIEDADE MUÇARELA, APRESENTAÇÃO PEÇA",10/09/24,INCLUSAO,41,"32,40","1.328,40"
160224,2024NE000482,160224000012024NE000482,ORDINARIO,12/09/24,10/09/24,"1.337,00",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC411607, COE, 12 JUN 24 REQUISIÇÃO Nº 120-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA1QR,E6SU,PLJ,A1QR,64618.007493/2024-19,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI. CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00009 - VERDURA IN NATURA, TIPO ALFACE AMERICANA",10/09/24,INCLUSAO,2,"4,30","8,60"
160224,2024NE000483,160224000012024NE000483,ORDINARIO,12/09/24,11/09/24,"31,85",42671235000155,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO Nº 122-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007642/2024-40,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI. CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00144 - MOLHO DE MESA, TIPO CATCHUP, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO CREME",11/09/24,INCLUSAO,5,"6,37","31,85"
160224,2024NE000484,160224000012024NE000484,ORDINARIO,12/09/24,11/09/24,"1.790,50",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO Nº 123-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007645/2024-83,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00042 - FRUTA, TIPO MARACUJÁ AZEDO/ MARACUJÁ AMARELO, APRESENTAÇÃO NATURAL",11/09/24,INCLUSAO,50,"7,65","382,50"
160224,2024NE000484,160224000012024NE000484,ORDINARIO,12/09/24,11/09/24,"1.790,50",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO Nº 123-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007645/2024-83,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00063 - FRUTA, TIPO UVA ITÁLIA, APRESENTAÇÃO NATURAL",11/09/24,INCLUSAO,40,"10,90","436,00"
160224,2024NE000484,160224000012024NE000484,ORDINARIO,12/09/24,11/09/24,"1.790,50",77960730000169,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO Nº 123-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007645/2024-83,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903007,07,"ITEM COMPRA: 00170 - QUEIJO, ORIGEM DE VACA, VARIEDADE MUÇARELA, APRESENTAÇÃO PEÇA",11/09/24,INCLUSAO,30,"32,40","972,00"
160224,2024NE000485,160224000012024NE000485,ORDINARIO,12/09/24,11/09/24,"193,50",03454880000164,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO Nº 127-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007649/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00214 - PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO TIPO FRANÇÊS/BRANCO/DE SAL, TIPO ADICIONAL TRADICIONAL, APRESENTAÇÃO PRÉ-ASSADO CONGELADO",11/09/24,INCLUSAO,45,"4,30","193,50"
160224,2024NE000486,160224000012024NE000486,ORDINARIO,12/09/24,11/09/24,"567,80",51245172000166,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO 126-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007648/2024-17,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00053 - LEGUME IN NATURA, TIPO PIMENTÃO VERMELHO",11/09/24,INCLUSAO,20,"8,13","162,60"
160224,2024NE000486,160224000012024NE000486,ORDINARIO,12/09/24,11/09/24,"567,80",51245172000166,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COE, 05 SET 24 REQUISIÇÃO 126-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007648/2024-17,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00065 - FRUTA, TIPO UVA NIÁGARA ROSADA, APRESENTAÇÃO NATURAL",11/09/24,INCLUSAO,40,"10,13","405,20"
160224,2024NE000487,160224000012024NE000487,ORDINARIO,16/09/24,12/09/24,"1.501,80",39946436000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COEX, 05 SET 24 REQUISIÇÃO Nº 128-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007683/2024-36,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903007,07,"ITEM COMPRA: 00084 - BATATA PROCESSADA, ESPÉCIE INGLESA, TIPO FORMATO PALHA, TIPO FRITA, APRESENTAÇÃO PRONTO PARA CONSUMO",12/09/24,INCLUSAO,20,"18,25","365,00"
160224,2024NE000487,160224000012024NE000487,ORDINARIO,16/09/24,12/09/24,"1.501,80",39946436000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COEX, 05 SET 24 REQUISIÇÃO Nº 128-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007683/2024-36,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903007,07,"ITEM COMPRA: 00121 - MASSA DE TOMATE, TIPO EXTRATO CONCENTRADO, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO CREME",12/09/24,INCLUSAO,10,"24,82","248,20"
160224,2024NE000487,160224000012024NE000487,ORDINARIO,16/09/24,12/09/24,"1.501,80",39946436000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COEX, 05 SET 24 REQUISIÇÃO Nº 128-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007683/2024-36,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903007,07,"ITEM COMPRA: 00154 - MASSA ALIMENTÍCIA, TIPO PARA LASANHA, BASE DA MASSA FARINHA DE TRIGO REFINADA, APRESENTAÇÃO FRESCA/RESFRIADA, FORMATO LAMINADA",12/09/24,INCLUSAO,30,"13,42","402,60"
160224,2024NE000487,160224000012024NE000487,ORDINARIO,16/09/24,12/09/24,"1.501,80",39946436000103,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC419517, COEX, 05 SET 24 REQUISIÇÃO Nº 128-APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA3RR,E6SU,PLJ,A3RR,64618.007683/2024-36,160504,"AV. FRANCISCO M. ALBIZU, 320 - BACACHERI, CURITIBA- PR",0.0000,"16019205900012024 - UASG MINUTA: 160224",COMPRASNET-ME,4,4,33903007,07,"ITEM COMPRA: 00200 - PÃO DE QUEIJO, BASA DA MASSA POLVILHO DOCE OU AZEDO E QUEIJO, INGREDIENTES ADICIONAIS COM OUTROS SABORES, FORMATO TRADICIONAL/MÉDIO, APRESENTAÇÃO CRU CONGELADO",12/09/24,INCLUSAO,50,"9,72","486,00"
