Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
160223-00016/2023;159;270230 - Polimixina b;Uso: Solução Oftálmica, Composição: Associada Com Neomicina E Dexametasona, Concentração: 6.000ui + 0,5% + 0,1%,;;;160223 - HOSPITAL GERAL DE CURITIBA;60;00.802.002/0001-02 - ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;10.0;60;MAXIVIEW;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco-Ampola
160223-00016/2023;161;267743 - Prednisona;Dosagem: 20 Mg,;;;160223 - HOSPITAL GERAL DE CURITIBA;200;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;0.179;200;GENERICO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido
160223-00016/2023;162;267768 - Prometazina cloridrato;Dosagem: 25 MG,;;;160223 - HOSPITAL GERAL DE CURITIBA;200;44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;0.13;200;NÃO SE APLICA;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido
160223-00016/2023;163;267769 - Prometazina cloridrato;Apresentação: Solução Injetável, Dosagem: 25 MG/ML,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;1.8;100;NÃO SE APLICA;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Ampola 2,00 ML
160223-00016/2023;166;303292 - Ringer;Característica Adicional: Sistema Fechado, Forma Farmacêutica: Solução Injetável, Composição: Associado Com Lactato De Sódio,;;;160223 - HOSPITAL GERAL DE CURITIBA;10;;;10;;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco 500,00 ML
160223-00016/2023;168;446105 - Sais para reidratação oral;Forma Farmacêutica: Pó P/ Solução Oral, Composição: Sódio, Potássio, Cloreto, Citrato E Glicose, Concentração: 90 Meq/L + 20 Meq/L + 80 Meq/L + 30 Meq/L + 111 MMOL/L,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;81.706.251/0001-98 - PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;1.01;100;HIDRALI;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Envelope
160223-00016/2023;169;412963 - Simeticona;Concentração: 40 MG,;;;160223 - HOSPITAL GERAL DE CURITIBA;200;40.274.237/0001-85 - CLM FARMA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA;0.24;200;pharmasciense;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido
160223-00016/2023;170;412966 - Simeticona;Forma Farmacêutica: Emulsão Oral - Gotas, Concentração: 75 MG/ML,;;;160223 - HOSPITAL GERAL DE CURITIBA;50;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;1.5;50;GENERICO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco 15,00 ML
160223-00016/2023;174;272089 - Sulfadiazina;Princípio Ativo: De Prata, Indicação: Creme, Dosagem: 1%,;;;160223 - HOSPITAL GERAL DE CURITIBA;10;81.706.251/0001-98 - PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;4.683;10;GENÉRICO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Bisnaga 30,00 G
160223-00016/2023;175;308882 - Sulfametoxazol;Composição: Associado À Trimetoprima, Concentração: 400mg + 80mg,;;;160223 - HOSPITAL GERAL DE CURITIBA;500;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;0.224;500;GENERICO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido
160223-00016/2023;176;292344 - Sulfato ferroso;Dosagem Ferro: 40mg De Ferro Ii,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;81.706.251/0001-98 - PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;0.07;100;NESH FERRO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido
160223-00016/2023;184;329359 - Tiocolchicosídeo;Forma Farmacêutica: Solução Injetável, Dosagem: 2 MG/ML,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;94.389.400/0001-84 - MCW PRODUTOS MEDICOS E HOSPITALARES LTDA;2.82;100;FRESENIUS;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Ampola 2,00 ML
160223-00016/2023;185;271581 - Tobramicina;Apresentação: Solução Oftálmica, Dosagem: 0,3%,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;5.5;100;NÃO SE APLICA;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco 5,00 ML
160223-00016/2023;187;268534 - Tramadol cloridrato;Dosagem: 50 MG,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;00.656.468/0001-39 - SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA;0.19;100;GENERICO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Cápsula
160223-00016/2023;188;292382 - Tramadol cloridrato;Forma Farmacêutica: Solução Injetável, Dosagem: 50 MG/ML,;;;160223 - HOSPITAL GERAL DE CURITIBA;100;00.656.468/0001-39 - SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA;1.37;100;GENERICO;Pregão Eletrônico;00016;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Ampola 2,00 ML
