Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
160224-90003/2024;50;245546 - Pulverizador costal manual;Pulverizador Costal Manual Material Tanque: Polietileno , Capacidade Tanque: 5 L, Peso Bruto Máximo: 8 KG, Aplicação: Pulverização De Gases E Líquidos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;4;36.181.473/0001-80 - BIDDEN COMERCIAL LTDA.;69.5;4;Lynus;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;51;233330 - Torneira;Torneira Material Corpo: Latão , Tipo: Pia , Diâmetro: 1/2 POL, Acabamento Superficial: Cromado , Caracteristicas Adicionais: Com Bica Móvel Longa E Bico Arejador;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;42.883.960/0001-97 - SZATA COMERCIO VAREJISTA LTDA;30.59;30;1167 C72 PAREDE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;52;249819 - Torneira;Torneira Material Corpo: Metal , Tipo: Pia , Diâmetro: 1/2 POL, Acabamento Superficial: Cromado , Caracteristicas Adicionais: Curta , Aplicação: Pia;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;08.658.622/0001-13 - J. J. VITALLI;27.72;30;Alpha;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;53;371770 - Cadeado;Cadeado Material: Latão Maciço , Material Haste: Aço Cementado/Cromado , Altura: 78 MM, Largura: 50 MM, Características Adicionais: 2 Chaves Em Latão Niquelado/Trava Dupla;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;17.0;20;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;54;384322 - Cadeado;Cadeado Material: Latão Maciço , Material Haste: Aço Inoxidável , Altura: 100 MM, Largura: 60 MM, Características Adicionais: 16 Pinos/Chave Tetra 2 Travas/Altura Haste:40mm;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;;;30;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;55;236534 - Cadeado;Cadeado Material: Latão Maciço , Material Haste: Aço Inoxidável , Altura: 69 MM, Largura: 50 MM, Quantidade Pinos: 16 UN, Características Adicionais: Com Chave Tipo Tetra E Trava Dupla;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;51.490.386/0001-06 - 51.490.386 ROBERT SILVA SANTOS;22.5;30;50mm-latão maciço-te;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;56;486738 - Peça / Componente Roçadeira;Peça / Componente Roçadeira Tipo: Vela , Aplicação: Roçadeira Stihl Fs 350 , Características Adicionais: Ignição Bpmr7a Ngk;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;37.087.255/0001-43 - REALIZA COMERCIO E SERVICOS LTDA;23.45;10;VELA DE IGNIÇÃO PARA;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;57;302420 - Facão;Facão Material Lâmina: Aço , Material Cabo: Madeira , Comprimento: 18 POL, Tipo: Para Mato , Características Adicionais: Com Bainha , Material Bainha: Couro , Comprimento Cabo: 12 C;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;40.0;10;101.241+101.670;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;58;356080 - Peça , componente roçadeira;Peça / Componente Roçadeira Tipo: Cabeçote De Corte , Aplicação: Roçadeira Costal Stihl Fs 220 , Características Adicionais: Conjunto De Corte Trimcut 40-2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;45.332.828/0001-85 - LICITA INVEST - ASSESSORIA COMERCIAL LTDA;30.0;10;abeçote De Corte , A;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;59;486102 - Peça / acessório - motoserra;"Peça / Acessório - Motoserra Tipo: Corrente , Aplicação: Motosserra Stihl , Características Adicionais: 42 Dentes + 1elo, Ranhura De 1,6mm, Passo 3/8"", Sa , Referência 3: Modelo Ms 460";;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;;;3;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90003/2024;60;486102 - Peça / acessório - motoserra;"Peça / Acessório - Motoserra Tipo: Corrente , Aplicação: Motosserra Stihl , Características Adicionais: 42 Dentes + 1elo, Ranhura De 1,6mm, Passo 3/8"", Sa , Referência 3: Modelo Ms 460";;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;6;;;6;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
160224-90004/2024;1;481558 - Óleo Lubrificante;Óleo Lubrificante Uso: Motores A Diesel , Tipo: Mineral , Classificação: Monoviscoso , Viscosidade: Sae 40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;550.0;30;TURBO ME 40;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160211-90004/2024;2;445115 - Alvo de tiro;Alvo De Tiro Material: Papel Cartão , Tipo: Retangular , Tamanho: 15 X 08 CM, Características Adicionais: Silhueta Preta;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;200;37.420.039/0001-78 - CGM GRAFICA E COMUNICACAO VISUAL LTDA;0.35;200;PRÓPRIA;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160224-90004/2024;2;472896 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Api Ch-4 , Viscosidade: Sae 15w-40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;419.0;20;SAE 15W40 CH-4/SL LU;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160211-90004/2024;3;468994 - Alvo de tiro;Alvo De Tiro Material: Papel Cartão , Tipo: Silhueta , Tamanho: 100 X 50 CM, Características Adicionais: Silhueta Preta;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;100;37.420.039/0001-78 - CGM GRAFICA E COMUNICACAO VISUAL LTDA;2.2;100;PRÓPRIA;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160224-90004/2024;3;471985 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Allison C4 , Viscosidade: Sae 10w;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;615.0;10;SAE 30 LUBRAX GRANS;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160211-90004/2024;4;250678 - Obréia;Obréia Material: Papel Celulose Vegetal , Formato: Circular , Apresentação: Auto Adesiva , Cor: Preta , Tamanho: Padrão , Aplicação: Cobrir Furos Causados Por Projéteis Nos Alvos.;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;38.261.300/0001-05 - P H P DE FREITAS RODRIGUES;4.5;15;TP19MM;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 1000,00 UN
160224-90004/2024;4;471985 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Allison C4 , Viscosidade: Sae 10w;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;509.0;30;SAE 10W LUBRAX GRANS;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160211-90004/2024;5;250677 - Obréia;Obréia Material: Papel Celulose Vegetal , Formato: Circular , Apresentação: Auto Adesiva , Cor: Branca , Tamanho: Padrão , Aplicação: Cobrir Furos Causados Por Projéteis Nos Alvos.;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;38.261.300/0001-05 - P H P DE FREITAS RODRIGUES;4.5;15;TP19MM;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 1000,00 UN
160224-90004/2024;5;463190 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Atf , Viscosidade: A Sufixo A;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;21.9;50;ATF;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
160211-90004/2024;6;608634 - Óculos proteção;Óculos Proteção Material Armação: Polímero , Tipo Proteção: Lateral/Frontal , Tipo Lente: Anti-Risco , Cor Lente: Incolor , Aplicação: Proteção Dos Olhos, Contra Poeira E Resíduos Do Ar , Características Adicionais: Uva/Uvb/Ajuste Comprimento Hastes , Material Lente: Policarbonato , Cor Armação: Amarela/Preta;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;30;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;2.45;30;CA 48018;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160224-90004/2024;6;601273 - Aditivo radiador;Aditivo Radiador Características Adicionais: Normas Sae J 1034 E Nbr 13705 , Aplicação: Radiador Automotivo , Componentes: Monoetileno Glicol Com Inibidores Orgânicos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;51.560.442/0001-23 - DUFILTER DISTRIBUIDORA DE FILTROS E LUBRIFICANTES LTDA;154.95;30;COOL PRONTO USO;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160211-90004/2024;7;457208 - Corante;Corante Material: Corante Pó Com Pigmentos , Cor: Verde , Aplicação: Multiuso , Apresentação: Caixa Com 500 Gramas , Tipo: Pó Xadrez / Vermelhão;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;14.968.227/0001-30 - FERGAVI COMERCIAL LTDA;14.38;5;ALPHACOLOR;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160224-90004/2024;7;478331 - Querosene;Querosene Uso: Limpeza, Desengraxante, Solvente , Tipo: Comum;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;600;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;19.15;600;QUEROSENE;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
160224-90004/2024;8;251546 - Fluido hidráulico;Fluido Hidráulico Origem: Mineral , Viscosidade: 14,5 Cst Acima De 40 °C E 700 Cst A -60 °C , Ponto Fulgor: Acima De 150 °C, Ponto Fluidez: Abaixo De -60 °C, Referência: Mil-Prf-6083f , Aplicação: Lubrificação Sistema Recuo Canhões;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;150;08.687.885/0001-50 - X5 COMERCIO DE PRODUTOS AERONAUTICOS E INDUSTRIAIS LTDA;401.81;150;RADCOLUB 6083;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
160224-90004/2024;9;617101 - Aditivo;Aditivo Componente Básico: Anticorrosivo E Fungicida. Descarbonizante , Aplicação: Motores A Diesel , Referência: Bardahl Max S10;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;889.99;20;ACTIOIL 550 GL5L;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
160224-90004/2024;10;349296 - Anticorrosivo;Anticorrosivo Apresentação: Spray , Aspecto Físico: Líquido , Características Adicionais: Wd 40, Inofensivo Para Camada De Ozônio, Inibidor;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;200;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;7.0;200;LUB40;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
160211-90004/2024;11;481738 - Tinta Esmalte;Tinta Esmalte Tipo Acabamento: Sintético , Cor: Preta , Aplicação: Interna E Externa , Aspecto Físico: Líquido E Viscoso , Características Adicionais: Spray;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;;;5;;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Lata 350,00 ML
160224-90004/2024;11;473648 - Graxa;Graxa Tipo Base: Óleo Mineral A Base De Petróleo , Tipo Espessante: Sabão De Lítio , Tipo Aditivos: Anticorrosivo/Antioxidante/Antidesgaste , Consistência Nlgi: 2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;879.0;10;GRAXA LUBRAX LITH PL;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Balde 20,00 L
160211-90004/2024;12;424700 - Tinta Esmalte;Tinta Esmalte Tipo Acabamento: Sintético , Cor: Verde , Aplicação: Interna E Externa , Aspecto Físico: Líquido E Viscoso , Características Adicionais: Spray;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;;;5;;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Lata 350,00 ML
160224-90004/2024;12;470290 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Gl-5 , Viscosidade: Sae 90;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;48.175.124/0001-34 - IGUATEMI LUBRIFICANTES LTDA;323.0;20;DEITON EXTRA GEAR SA;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160211-90004/2024;13;432375 - Barbante;Barbante Material: Algodão , Cor: Laranja , Diâmetro: 4 MM, Características Adicionais: Torcido;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;10;27.176.482/0001-91 - DOUGLAS CORDEIRO LTDA;14.4;10;BARBANTE;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160224-90004/2024;13;463374 - Estojo limpeza armamento;Estojo Limpeza Armamento Aplicação: Calibre 7,62 Mm , Componentes: Estojo: 2 Escova (Crima E Fibra) 2 Óleo (Lubrifica;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;792.0;10;LUBRAX UTILE PA 15;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
160224-90004/2024;14;362421 - Solvente;Solvente Aspecto Físico: Líquido , Ponto Fulgor: 38 °C, Composição Química: Hidrocarbonetos Alifáticos E Aromáticos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;120;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;67.5;120;IT37;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 5,00 L
160211-90004/2024;15;440660 - Plástico;Plástico Material: Lisolene , Espessura: 0,20 MM, Cor: Variada , Largura: 1,38;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;08.583.283/0001-53 - SANTOS & SANTOS LTDA;119.0;1;50 metros;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 50,00 M
160224-90004/2024;15;451979 - Solução;Solução Composição: Água, Inibidor De Ferrugem, Polímeros Termoplástic , Aplicação: Tratamento De Metal , Tipo: Convertedor De Ferrugem , Referência: Tf7 , Apresentação: Líquido;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;38.63;20;TF7;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
160211-90004/2024;16;440452 - Fita Adesiva;Fita Adesiva Material: Polipropileno Transparente , Tipo: Dupla Face , Largura: 50 MM, Comprimento: 50;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;20;;;20;;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 50,00 M
160224-90004/2024;16;472896 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Api Ch-4 , Viscosidade: Sae 15w-40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;419.0;0;SAE 15W40 CH-4/SL LU;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160224-90004/2024;17;463190 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Atf , Viscosidade: A Sufixo A;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;27.66;0;ATF;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
160211-90004/2024;18;615588 - Caneta Esferográfica;Caneta Esferográfica Material: Termoplástico , Quantidade Cargas: 1 UN, Material Ponta: Latão Com Esfera De Tungstênio , Tipo Escrita: Fina , Cor Tinta: Azul , Características Adicionais: Corpo Sextavado Com Respiro, Tampa Removível Venti;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;04.176.836/0001-00 - RC TEIVE COMERCIO E DISTRIBUICAO LTDA;27.27;2;CRISTAL 0,8;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Caixa 50,00 UN
160224-90004/2024;18;601273 - Aditivo radiador;Aditivo Radiador Características Adicionais: Normas Sae J 1034 E Nbr 13705 , Aplicação: Radiador Automotivo , Componentes: Monoetileno Glicol Com Inibidores Orgânicos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;51.560.442/0001-23 - DUFILTER DISTRIBUIDORA DE FILTROS E LUBRIFICANTES LTDA;155.42;0;COOL PRONTO USO;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160224-90004/2024;19;478331 - Querosene;Querosene Uso: Limpeza, Desengraxante, Solvente , Tipo: Comum;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;24.0;0;QUEROSENE;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
160224-90004/2024;20;473648 - Graxa;Graxa Tipo Base: Óleo Mineral A Base De Petróleo , Tipo Espessante: Sabão De Lítio , Tipo Aditivos: Anticorrosivo/Antioxidante/Antidesgaste , Consistência Nlgi: 2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;879.0;0;GRAXA LUBRAX LITH PL;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Balde 20,00 L
160224-90004/2024;21;470290 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Gl-5 , Viscosidade: Sae 90;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;48.175.124/0001-34 - IGUATEMI LUBRIFICANTES LTDA;323.0;0;DEITON EXTRA GEAR SA;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
160224-90004/2024;22;463374 - Estojo limpeza armamento;Estojo Limpeza Armamento Aplicação: Calibre 7,62 Mm , Componentes: Estojo: 2 Escova (Crima E Fibra) 2 Óleo (Lubrifica;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;831.2;0;LUBRAX UTILE PA 15;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
160224-90004/2024;23;362421 - Solvente;Solvente Aspecto Físico: Líquido , Ponto Fulgor: 38 °C, Composição Química: Hidrocarbonetos Alifáticos E Aromáticos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;66.75;0;IT37;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 5,00 L
160224-90004/2024;24;251546 - Fluido hidráulico;Fluido Hidráulico Origem: Mineral , Viscosidade: 14,5 Cst Acima De 40 °C E 700 Cst A -60 °C , Ponto Fulgor: Acima De 150 °C, Ponto Fluidez: Abaixo De -60 °C, Referência: Mil-Prf-6083f , Aplicação: Lubrificação Sistema Recuo Canhões;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;25.227.914/0001-10 - TECHNOIMPORT COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA;507.01;50;RADCOLUBE RHP6083 re;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
